name,address,phone,email,lat,lng,url,rating_count,star_count,country,state,w,zip,facebook_link,instagram_link,twitter_link,whatsapp_link,tiktok_link,linkedin_link,youtube_link,primary_category_name,category_name,detailed_state,detailed_district
M/S Narayan Rice Mill,"Amranga - Rani Road Vill Majkuchi PO Amranga PS Palasbari, Dist, Guwahati, Assam 781125, India",+91 98645 02684,,26.0403611,91.5457279,,1.0,5.0,India,Assam,,781125,,,,,,,,Rice mills,Rice mills,Assam,Kamrup
Rice mill,"5RPV+MVM, Tiwa Path, Birkuchi, Narengi Tinali, Guwahati, Panikhaiti No.2, Assam 781026, India",,,26.1867126,91.8446666,,0.0,0.0,India,Assam,Dispur,781026,,,,,,,,Rice mills,Rice mills,Assam,Kamrup Metropolitan
Om Rice Mill,"Borjhar, Guwahati, Parlli Part, Assam 781128, India",,,26.1177341,91.5534709,,1.0,5.0,India,Assam,,781128,,,,,,,,Rice mills,Rice mills,Assam,Kamrup
Sattya Narayan Rice Mill,"4HCF+F8C, Bhaskar Das Rice supplier Agchia Guwahati airport, Borjhar, Agshia, Assam 781128, India",,,26.1211859,91.5732566,,1.0,5.0,India,Assam,,781128,,,,,,,,Rice mills,Rice mills,Assam,Kamrup Metropolitan
Jayashree Rice Mill,"3GXC+28G, Sarpara, Kokjar, Assam 781122, India",,,26.0975716,91.520835,,6.0,4.8,India,Assam,,,,,,,,,,Rice mills,Rice mills,Assam,Kamrup
Urbashi Rice mill,"2GMC+P7M, Heramdo-Nalapara Rd, Tatibama, Majkuchi, Assam 781125, India",,,26.0343676,91.5206972,,0.0,0.0,India,Assam,,781125,,,,,,,,Rice mills,Rice mills,Assam,Kamrup
Mirza- Kochpara Rice Mill,"3GQH+QM2, Mirza, Kochpara, Maliata, Assam 781125, India",,,26.0891458,91.5285473,,0.0,0.0,India,Assam,,781125,,,,,,,,Rice mills,Rice mills,Assam,Kamrup
Nayanmobi rice mill,"3GVF+MVC, Mirza, Sarpara, Kokjar, Assam 781125, India",,,26.0941767,91.5246414,,0.0,0.0,India,Assam,,,,,,,,,,Rice mills,Rice mills,Assam,Kamrup
Rice Mill,"3HR4+CX5, Barkuchi Rd, Kaita Sidhi, Guwahati, Assam 781128, India",,,26.0910098,91.5574999,,0.0,0.0,India,Assam,,781128,,,,,,,,Rice mills,Rice mills,Assam,Kamrup
M S Kajiranga Haldi/Atta/Rice Mill,"4QJF+3FH, Hatigaon, Guwahati, Assam 781019, India",,,26.1301786,91.77373,,1.0,5.0,India,Assam,Dispur,781019,,,,,,,,Rice mills,Rice mills,Assam,Kamrup Metropolitan
Mali Store & Mali Rich Mill .,"2GRJ+Q9J, Majkuchi, Assam 781015, India",,,26.0419181,91.5302609,,0.0,0.0,India,Assam,,781015,,,,,,,,Rice mills,Rice mills,Assam,Kamrup
Mini Modern Rice Mill,"3JF4+5WX, Garbhanga F.V., Assam 781015, India",,,26.0729962,91.6073718,,0.0,0.0,India,Assam,,781015,,,,,,,,Rice mills,Rice mills,Assam,Kamrup
"Nijam Rice Mill, Sarpara","3GV7+WRP, Sarpara Burah Jama Masjid Rd, Sarpara, Bijoynagar, Kochpara, Assam 781122, India",,,26.0948321,91.5145911,,1.0,5.0,India,Assam,,781122,,,,,,,,Rice mills,Rice mills,Assam,Kamrup
Rice mill,"6V24+V55, SH 3, Panikhaiti Gaon, Assam 781026, India",,,26.2021277,91.8554747,,1.0,5.0,India,Assam,Dispur,781026,,,,,,,,Rice mills,Rice mills,Assam,Kamrup Metropolitan
Gulapi Rice Mill,"Rowmari kamrup(R) assam, Sualkuchi Road, Guwahati, Assam 781104, India",,,26.2188404,91.6051372,https://gulapi-rice-mill.business.site/?utm_source=gmb&utm_medium=referral,3.0,5.0,India,Assam,,781104,,,,,,,,Rice mills,Rice mills,Assam,Kamrup
Parul devi,"3HW5+9C4, Barkuchi Rd, Borjhar, Guwahati, Kaita Sidhi, Assam 781128, India",,,26.0958932,91.5585875,,0.0,0.0,India,Assam,,781128,,,,,,,,Rice mills,Rice mills,Assam,Kamrup
Maa Rice mill,"3G8M+47M, Mirza Tiniali, Mirza - Loharghat PWD Rd, Assam 781125, India",,,26.0653382,91.5331751,,0.0,0.0,India,Assam,,781125,,,,,,,,Rice mills,Rice mills,Assam,Kamrup
Laxmi Rice Mill,"near Laxmi Rice Mill, Gohai Supa, Bongshar, Bamun Sualkuchi, Assam 781103, India",+91 88129 61324,,26.1967383,91.5706101,,1.0,5.0,India,Assam,,781103,,,,,,,,Rice mills,"Rice mills,General stores",Assam,Kamrup
Rice Mill. Majkuchi,"2GRJ+V8J, Amranga-Majkuchi Rd, Majkuchi, Assam 781125, India",,,26.0422145,91.5307673,,1.0,2.0,India,Assam,,781125,,,,,,,,Rice mills,Rice mills,Assam,Kamrup
"Ambika Rice Mill , Urput","3G4F+77W, Urput, Assam 781015, India",,,26.0557465,91.5231987,,2.0,4.5,India,Assam,,,,,,,,,,Rice mills,Rice mills,Assam,Kamrup
Mantu Rice Mill,"3GPH+64, Mirza, Maliata, Assam 781125, India",,,26.0855504,91.5278124,,0.0,0.0,India,Assam,,,,,,,,,,Rice mills,Rice mills,Assam,Kamrup
"Rice , Sira Mill 3, Marwari Bosti Bijoynagar","Vishnu Temple, Vishnu Temple Rd, Bijoynagar, Uparhali, Assam 781122, India",,,26.1047644,91.5043938,,0.0,0.0,India,Assam,,781122,,,,,,,,Rice mills,Rice mills,Assam,Kamrup
Ghanashyam Rice Mill,"Barkhat, Road, Sonapur, Byrnihat, Assam 782402, India",,,26.0919241,91.9363364,,0.0,0.0,India,Assam,,782402,,,,,,,,Rice mills,Rice mills,Assam,Kamrup Metropolitan
Benison rice mill,"Sonapur Pathar, Assam 782402, India",,,26.1189461,91.9472858,,0.0,0.0,India,Assam,,782402,,,,,,,,Rice mills,Rice mills,Assam,Kamrup Metropolitan
Prize Rice Mill,"7MM9+247, Maniari, Chepti, Assam 781101, India",,,26.2825293,91.6678018,,9.0,4.6,India,Assam,,781101,,,,,,,,Rice mills,Rice mills,Assam,Kamrup
CHAYANIKA RICE MILL,"Tetelia, Gandhinagar, Guwahati, Assam 782403, India",,,26.1241543,92.0400766,,2.0,5.0,India,Assam,,782403,,,,,,,,Rice mills,Rice mills,Assam,Kamrup Metropolitan
"Lakshmi Rice Mill, Uparhali","3GX6+JFM, Sarpara, Kochpara, Assam 781122, India",,,26.099099,91.5111683,,1.0,4.0,India,Assam,,,,,,,,,,Rice mills,Rice mills,Assam,Kamrup
"Chokrey Rice Mill, Bijoynagar","3GX6+76J, Sarpara Rd Number 1, Sarpara, Kochpara, Assam 781122, India",,,26.0982012,91.5105257,,0.0,0.0,India,Assam,,781122,,,,,,,,Rice mills,Rice mills,Assam,Kamrup
Rice mill (Lenga),"3JC5+4RQ, Kallapara N.C., Garbhanga F.V., Assam 781015, India",,,26.0694006,91.6102655,,0.0,0.0,India,Assam,,781015,,,,,,,,Rice mills,Rice mills,Assam,Kamrup
Bihari rice mill,"Bogolijan, North Lakhimpur, Bagalijan, Assam 787001, India",,,27.2369261,94.0670759,,0.0,0.0,India,Assam,North Lakhimpur,787001,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
ফুকন ৰাইচ মিল,"XPJV+8QW, Unnamed Road, Simaluguri No.1, Assam 784165, India",,,26.9808507,93.7444454,,3.0,3.7,India,Assam,,784165,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
AJ Chetia Rice Mill,"XQ52+3HP, Simaluguri No.3, Sesamiri Gaon No.1, Assam 784165, India",,,26.9577071,93.751466,,1.0,5.0,India,Assam,Gohpur,784165,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Ganapati Rice Mill,"3V22+H9P, No.1 Motia, No.2 Borbali, Assam 784163, India",+91 98599 08759,,27.0514736,93.8509615,,1.0,4.0,India,Assam,,784163,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Lakhidhar'S Rice Mill,"WPQ7+WQQ, Nigam, Assam 784178, India",,,26.9398366,93.714488,,2.0,3.0,India,Assam,Gohpur,784178,,,,,,,,Rice mills,Rice mills,Assam,Biswanath
Doya Barhoi (দয়া বাঢ়ৈ),"Durpang ,Bharalapar, North Lakhimpur, Assam 787033",+91 90497 03155,,27.0364257,93.7740301,https://youtube.com/@dmbarhoi,2.0,4.5,India,Assam,,787033,,,,,,,https://youtube.com/@dmbarhoi,Rice mills,Rice mills,Assam,Lakhimpur
Aniram Payeng Rice Mill,"Kamalabari, Majuli, Assam 785106, India",,,26.9715458,94.1917001,,0.0,0.0,India,Assam,,785106,,,,,,,,Rice mills,Rice mills,Assam,Majuli
"Rangati ,pathali Pahar,lakhimpur,asaam","3R8X+C3P, Pathali Pahar, Assam 784163, India",+91 70357 73508,,27.0660818,93.8477039,,0.0,0.0,India,Assam,,784163,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Borah Rice Mill,"XRG7+FF5, Kalyanpur, No.2 Tatibahar, No.1 Mughnoa, Assam 784164, India",,,26.9761409,93.813721,,0.0,0.0,India,Assam,,784164,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Tamuli rice mill,"1 no rangajan, Bihpuria, Assam 787033, India",,,27.0242811,93.8757491,,0.0,0.0,India,Assam,,787033,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Ripu borah rice mill,"No 1not, gaon, dongia par, Narayanapur, No.2 Notgaon, Assam 784164, India",,,26.9519074,93.8277665,,0.0,0.0,India,Assam,,784164,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Rice mill,"6CWJ+VMJ, Choiguri, Assam 787055, India",,,27.247217,94.4316369,,0.0,0.0,India,Assam,,787055,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
MAA PATOLI MINI RICE MILL,"NH15 to, tiniali, Dorge Goan, Aikon, Assam 787032, India",,,27.2850441,94.2541461,,0.0,0.0,India,Assam,,787032,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
P K rice mill,"8HCF+294, Kath Gaon, Naruathan, Jorkata Konch, Assam 787058, India",,,27.3200158,94.57345,,0.0,0.0,India,Assam,,787058,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Tilok Rice Mill,"2W9P+RP2, Chicha Pathar, Assam 787023, India",,,27.0195155,93.9367578,,1.0,5.0,India,Assam,,,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
"Rice mill , phukon gaon","7CV3+JV7, Lamudeowalia, Assam 787053, India",,,27.2940383,94.4046593,,2.0,3.0,India,Assam,,787053,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
চাংমাই ৰাইছ মিল,"WQ8W+6XJ, Dhalpur, Assam 784165, India",,,26.9152136,93.7971091,,1.0,5.0,India,Assam,,784165,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Tamuli Rice Mill,"3R9X+Q3Q, Pathali Pahar, Assam 784163, India",+91 94350 86151,,27.0694582,93.8477311,,3.0,3.7,India,Assam,,784163,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
S N Rice Mill,"68G8+HJ7, Fuskar Mukh N.C., Assam 787053, India",,,27.2264019,94.3165518,,1.0,5.0,India,Assam,,787053,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
SHREE GANESH RICE MILL,"4WFM+362, Laluk, Assam 784160, India",,,27.1226346,93.9330079,,0.0,0.0,India,Assam,,784160,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Hussain rice mill,"3XXX+76Q, Unnamed Road, Ketub Pur, Assam 787023, India",,,27.098203,93.9981108,,0.0,0.0,India,Assam,,787023,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
rice mill,"73JF+M6J, No.2 Rangajan, Assam 787051, India",,,27.281705,94.073008,,0.0,0.0,India,Assam,North Lakhimpur,787051,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Rice Mill,"VQQF+M78, Hawajan, Borthekerabari, Assam 784165, India",,,26.8891646,93.7731988,,1.0,5.0,India,Assam,Gohpur,784165,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Ranjit Rice Mill,"842X+V59, Gohain Gaon, Assam 787051, India",,,27.3021527,94.1479776,,0.0,0.0,India,Assam,,,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
DIBYA RICE MILL,"4XVW+X72, Konwarpur, Assam 787023, India",,,27.1448968,93.9956402,,1.0,4.0,India,Assam,,787023,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Boruah Rice Mill,"WQ6R+FP3, Dhalpur, Assam 784165, India",,,26.9111309,93.7918059,,0.0,0.0,India,Assam,,784165,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Ananda Rice Mill,"44C4+GHF, Dulia Mout, Assam 787052, India",,,27.1213058,94.1064107,,0.0,0.0,India,Assam,North Lakhimpur,787052,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Joriguri Rice Mill,"5VGX+WQ4, Unnamed Road, Dhekiajuli No.1, Assam 784160, India",,,27.1772548,93.8994575,,1.0,5.0,India,Assam,,784160,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Rokibul Rice and Grinding Mill,"5XH4+CGQ, Unnamed Road, Lokampur, Assam 787023, India",,,27.1785908,93.9563453,,1.0,4.0,India,Assam,,787023,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Polongani rice mill,"27RV+WMR, Namoni Serepai No.1, Assam 785105, India",,,27.0423579,94.2941273,,0.0,0.0,India,Assam,,785105,,,,,,,,Rice mills,Rice mills,Assam,Majuli
Deemoni Goswami Rice Mill,"Jaluk-Kata, Assam 784164, India",,,26.9216236,93.8624146,,1.0,4.0,India,Assam,,784164,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Rice Mill,"XWRM+M45, Boraikhana, Assam 784161, India",,,26.9916463,93.9328725,,1.0,4.0,India,Assam,,784161,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Lakhi Rice Mill,"Narayanpur-Simoluguri Road, 784164, No.1 Notgaon, Assam, India",+91 86388 99315,,26.9602961,93.8413823,,11.0,3.5,India,Assam,,,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Borah Rice Mill,"2XM4+JQW, Chinatoli, Kalabil Mornoi Nepali, Assam 787023, India",,,27.0341232,93.9569641,,0.0,0.0,India,Assam,,,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Bathiram Rice Mill,"XPJ5+QW4, Letekujan, Assam 791123, India",,,26.9818873,93.709815,,0.0,0.0,India,Assam,Gohpur,,,,,,,,,Rice mills,Rice mills,Assam,Biswanath
"Mustard,(Horioh) and Rice Mill","59RF+G65, Bhakat Bari, Assam 787055, India",,,27.1912539,94.3731074,,1.0,2.0,India,Assam,,787055,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Major Chapori Rice Mill,"XVP5+2J8, Kina Pathar, Assam 784164, India",,,26.9850363,93.8590919,,0.0,0.0,India,Assam,,784164,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Rice Mill,"3W73+RJG, Dongibill, Assam 784161, India",,,27.0646108,93.9046184,,0.0,0.0,India,Assam,,784161,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Pankaj Rice Mill cum Grocery and Stationary,"Near, Kolani chowk, Drupang Gaon, No.2 Bornaharani, Assam 787033, India",,,27.0199506,93.7867286,,1.0,5.0,India,Assam,,787033,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Mili Rice Mill,"XVPF+298, Panbari, Borchapori, Assam 784164, India",,,26.985036,93.873456,,1.0,5.0,India,Assam,,784164,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Rajesh rice mill,"94HM+QJP, No.1 Bakanala, Assam 787032, India",,,27.3794585,94.1340756,,0.0,0.0,India,Assam,,787032,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Rice mill,"Bordeori, gaon, Narayanapur, Assam 786146, India",,,26.9531311,93.8725097,,0.0,0.0,India,Assam,,786146,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Gogoi Rice-Mill,"WR4H+P9, Pichala No.3, Assam 784165, India",,,26.9064011,93.8280651,,0.0,0.0,India,Assam,,,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Moinul Rice Mill,"6XMW+47P, No.2 Pachnoi Bangali, No.1 Pachnoi Bangali, Assam 787031, India",,,27.2327085,93.995781,,0.0,0.0,India,Assam,,787031,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Two Brothers Rice Mill,"X5RG+684, Madhupur, Natun Kulamora Chapori N.C., Assam 785104, India",,,26.9905067,94.1758424,,0.0,0.0,India,Assam,,,,,,,,,,Rice mills,Rice mills,Assam,Majuli
AM Maps Marker,"No.2 Phatia Bam, Assam 787057, India",,,27.3963755,94.5460406,,1.0,5.0,India,Assam,Dhemaji,787057,,,,,,,,Rice mills,Rice mills,Assam,Dhemaji
Jaya Rice Mill,"6W4F+GF3, Unnamed Road, Kamalpur, Assam 787023, India",,,27.2062541,93.9236774,,0.0,0.0,India,Assam,,787023,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Rice Mill,"6C34+PJC, Bantow Pathar, Assam 787055, India",,,27.2043082,94.4065023,,0.0,0.0,India,Assam,,787055,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
KK Rice Mill,"6W49+598, No.1 Hatiemora, Assam 787023, India",,,27.2054097,93.9184673,,1.0,4.0,India,Assam,,787023,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Gandhia Tiniali Rice Mill,"8G74+WCP, Unnamed Road, Dhakuakhana, No.134 F.C. Grant, Assam 787055, India",,,27.3148308,94.5060822,,2.0,5.0,India,Assam,,787055,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Baruah Rice Mill,"Kerekjuli N.C., 784163",,,27.061948,93.8335758,,1.0,4.0,India,Assam,,784163,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Hazarika Rice mill,"4VMM+G24, Bogori No.1, Assam 784160, India",,,27.1337545,93.8825767,,0.0,0.0,India,Assam,,784160,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Gohain Rice Mill,"9HFC+FG5, Deogharia, Barajan Dhipaguri, Assam 787058, India",,,27.3736368,94.5713692,,0.0,0.0,India,Assam,,787058,,,,,,,,Rice mills,Rice mills,Assam,Dhemaji
Chhotelal Rice and mustard mill and business,"38HQ+2CM, Major Deuri, Monbhal Chuk, Assam 785105, India",,,27.0775998,94.3385512,,1.0,5.0,India,Assam,,785105,,,,,,,,Rice mills,Rice mills,Assam,Majuli
V. X. Rice Mill,"No 2 Senchuwa, Nabil Berbhanga, Assam 787032, India",,,27.3674821,94.1590547,,2.0,5.0,India,Assam,,787032,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Kiran Dutta rice mill,"42WQ+X2R, Rahali Gaon, Deoramora, Assam 787052, India",,,27.147489,94.0375028,,0.0,0.0,India,Assam,,,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Biswas rice mill,"3X44+MP, Bangalmara Thengal, Assam 787054, India",,,27.0566939,93.9567656,,0.0,0.0,India,Assam,,,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Patir Mill,"584Q+878, Moyengia, Assam 787055, India",,,27.1557798,94.3382072,,0.0,0.0,India,Assam,,,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Ratul Saikia rice mill,"XVGH+HM5, Panbari, Assam 784164, India",,,26.9763919,93.8792266,,0.0,0.0,India,Assam,,784164,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Hilika guri,"78P5+6W8, Ghilamora, Assam 787053, India",,,27.2854438,94.3097117,,0.0,0.0,India,Assam,,787053,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Gogoi rice mill,"WQR3+XJQ, Sesa Miri No.2, Assam 784165, India",,,26.9424573,93.7540969,,0.0,0.0,India,Assam,,,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
M/S Kamal Saikia Rice mill@,"WQV8+MP2, Sesa Miri No.2, Assam 784165, India",,,26.9441292,93.76677,,0.0,0.0,India,Assam,,784165,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
CHAMUAH FOOD PLANT,"8FVQ+685, Burhabhakat, Barua Pathar, Assam 787058, India",,,27.3430034,94.4883573,,3.0,5.0,India,Assam,Dhemaji,787058,,,,,,,,Rice mills,Rice mills,Assam,Dhemaji
Jatin Sarmah house,"office, New Cinatoli Kakoi Rajgarh No.2, near Kakoi forest beat, New Cinatoi, Assam 787051, India",,,27.3449091,94.0781738,,6.0,5.0,India,Assam,North Lakhimpur,787051,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Luv kumbang rice mil,"77CV+XXJ, Ghilamora, Chatiwana Chapari, Assam 787053, India",,,27.2724661,94.2948884,,0.0,0.0,India,Assam,,787053,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
1 no rangajan,"1 no, Rangajan, Rangajan No.2, Assam 784161, India",,,27.0243153,93.8757509,,0.0,0.0,India,Assam,,,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
DJ RICE PRODUCTION,"Badati Jamuguri, Bihpuria, Bodoti Jamuguri, Assam 784161, India",,,26.9719368,93.9637114,,2.0,5.0,India,Assam,,784161,,,,,,,,Rice mills,Rice mills,Assam,Lakhimpur
Shankardev Rice Mill,"W5Q5+C7X, Upper Katoni, Assam 785106, India",,,26.9386141,94.1582494,,0.0,0.0,India,Assam,,785106,,,,,,,,Rice mills,Rice mills,Assam,Majuli
Public Rice Mill,"9FP5+GR9, No.2 Kechukhana, Ratuwa, Assam 787058, India",,,27.3862844,94.4595983,,1.0,5.0,India,Assam,Dhemaji,,,,,,,,,Rice mills,Rice mills,Assam,Dhemaji
Mohkhuti Rice Mill,"X6F6+W7P, Pokajora Gaon, Assam 785104, India",,,26.9748344,94.2107075,,0.0,0.0,India,Assam,,785104,,,,,,,,Rice mills,Rice mills,Assam,Majuli
Chittaranjan Chayengia,"9875+98Q, Tingiri Gaon, Assam 787026, India",,,27.3634615,94.3083527,,0.0,0.0,India,Assam,,787026,,,,,,,,Rice mills,Rice mills,Assam,Dhemaji
Achyut Rice Mill,"X8P7+H7F, Baghar Gaon, Assam 785110, India",,,26.9864283,94.3131595,,0.0,0.0,India,Assam,,,,,,,,,,Rice mills,Rice mills,Assam,Majuli
MS BORAH RICE MILL,"X8R9+788, Gayan Gaon, Baghar Gaon, Assam 785105, India",,,26.990655,94.3183189,,0.0,0.0,India,Assam,,,,,,,,,,Rice mills,Rice mills,Assam,Majuli
Ahmed Rice Mill,"VJXQ+CJ8, Gohpur, Assam 784168, India",,,26.8992134,93.6397163,,0.0,0.0,India,Assam,Gohpur,784168,,,,,,,,Rice mills,Rice mills,Assam,Biswanath
Dibya Jyoti Borah Rice mill,"289W+4J8, Kathal Khowa Kathamia, Assam 785105, India",,,27.0177836,94.3465652,,0.0,0.0,India,Assam,,,,,,,,,,Rice mills,Rice mills,Assam,Majuli
Rice mill,"QPJH+HR8, Merua Grant, Assam 788010, India",,,24.7814128,92.7295926,,1.0,5.0,India,Assam,Silchar,788010,,,,,,,,Rice mills,Rice mills,Assam,Cachar
TCK Rice Mill,"RVPC+H5W, Kasipur Grant, Assam 788009, India",,,24.8364912,92.8704542,,2.0,5.0,India,Assam,Silchar,788009,,,,,,,,Rice mills,Rice mills,Assam,Cachar
B I KHAN RICE MILL,"Vill Bhairabpur pt I, PO, Kalain, Silchar, Assam 788815, India",,,24.9545893,92.5439555,,3.0,5.0,India,Assam,,788815,,,,,,,,Rice mills,Rice mills,Assam,Cachar
Choudhury Rice Mill,"Karimganj - Silchar Rd, Dakhin Badarpur, Assam 788802, India",+91 70023 18510,,24.8621924,92.600088,,2.0,3.5,India,Assam,,788802,,,,,,,,Rice mills,Rice mills,Assam,Hailakandi district
Kz Rice Mill,"VMJQ+PQ8, Ganirgram 4, Assam 788025, India",,,24.8817783,92.6894618,,3.0,5.0,India,Assam,,788025,,,,,,,,Rice mills,Rice mills,Assam,Cachar
Sonabarighat pt 2 rice mill,"PRWW+VQ2, Saidpur, Sonabarighat Pt I, Dhanehari Point I, Assam 788013, India",,,24.7471489,92.8468889,,1.0,5.0,India,Assam,,,,,,,,,,Rice mills,Rice mills,Assam,Cachar
Laskar rice mIll,"PV78+4XR, Kajidahar Pt I, Assam 788115, India",,,24.7128597,92.8664251,,6.0,4.7,India,Assam,,788115,,,,,,,,Rice mills,"Rice mills,Outlet stores",Assam,Cachar
MAZARBHUIYA RICE MILL,"Silchar road matijuri, Bashdahar Pt I, Assam 788155, India",,,24.6518999,92.6023928,,2.0,5.0,India,Assam,Hailakandi,788155,,,,,,,,Rice mills,Rice mills,Assam,Hailakandi district
Rice Mill,"PRVH+C62, Silchar Rd, Saidpur, Saidpur Pt IV, Saidpur Pt V, Assam 788013, India",,,24.743502,92.8280236,,4.0,4.8,India,Assam,Silchar,788013,,,,,,,,Rice mills,Rice mills,Assam,Cachar
Rice Mill,"RV28+F8G, Badripar Pt II, Assam 788101, India",,,24.8011942,92.8658267,,0.0,0.0,India,Assam,Silchar,788101,,,,,,,,Rice mills,Rice mills,Assam,Cachar
ধানের মিল Rice Mill,"Kuarpar, Chibitabichia Pt V, Assam 788801, India",,,24.7400072,92.6738367,,1.0,5.0,India,Assam,Silchar,788801,,,,,,,,Rice mills,Rice mills,Assam,Cachar
Babamacha Iron Rice Mill,"WV2V+2H4, Pangram Pt III, Assam 788030, India",,,24.9000179,92.8939604,,1.0,5.0,India,Assam,,788030,,,,,,,,Rice mills,Rice mills,Assam,Cachar
Anjab Ali Rice Mill,"RMG8+MGH, Salchapra Pt I, Srikona Pt III, Assam 788026, India",,,24.826694,92.6663681,,3.0,3.7,India,Assam,Silchar,788026,,,,,,,,Rice mills,Rice mills,Assam,Cachar
Rice mill,"VM2W+G62, near Lp English school, Nagaon Basti, Assam 782460, India",,,25.8512567,93.6955083,https://website--665111701362153172779-ricemill.business.site/?utm_source=gmb&utm_medium=referral,1.0,5.0,India,Assam,Diphu,782460,,,,,,,,Rice mills,Rice mills,Assam,Karbi Anglong
VIHOKHU VILLAGE RICE MILL,"Golaghat, Assam 785601, India",,,25.8688991,93.8628014,,0.0,0.0,India,Assam,Sarupathar,,,,,,,,,Rice mills,Rice mills,Assam,Golaghat
Asü Rice Mill,"RMC9+97, Nagaland 797112, India",,,25.8209896,93.6681847,,1.0,5.0,India,Assam,Diphu,,,,,,,,,Rice mills,Rice mills,Nagaland,Chümoukedima
Rice mill Xukiye village,"XQ2V+7H9, Ambari, Assam 785601, India",,,25.95067,93.7939992,,1.0,4.0,India,Assam,Sarupathar,,,,,,,,,Rice mills,Rice mills,Assam,Golaghat
